id,name,author_name,author_note,ingredients,steps
31,Gulášová polévka,Roman Vaněk,"S Rohlíkem jsme dali dohromady výběr nejoblíbenějších receptů z mých kuchařek a propojili je se správnými ingrediencemi. Dejte nám vědět, jak se vám jídlo povedlo <strong>#rohlikchef</strong>","Brambory typ A, B, C, Česnek, Cibule, Drcený kmín, Hladká mouka, Hovězí maso z krku nebo z plece, Hovězí vývar, Pepř černý , Sádlo, Sladká paprika, Sůl, Sušená majoránka","Brambory nakrájíme na kostky o hraně 1 cm a spolu se sušenou majoránku je přidáme do polévky. Polévku vaříme na mírném ohni 15 minut nebo dokud nejsou brambory měkké. 
Polévku občas promícháme, aby se nepřichytla. Hotovou polévku dle chuti osolíme a opepříme., Jakmile se tekutina vyvaří a na dně kastrolu zbude opět jen tuk, přidáme mouku, stáhneme oheň na třetinu a za stálého míchání 2 minuty restujeme. Přidáme česnek a papriku, důkladně promícháme a zalijeme vývarem., Maso nakrájíme na kostičky o hraně 0,5 cm, osolíme je a opepříme. Cibuli a česnek nakrájíme najemno. V kastrolu na středním ohni rozehřejeme sádlo a cibuli na něm za častého míchání orestujeme dozlatova. Přidáme kmín a maso, promícháme a restujeme, dokud se neodpaří všechna šťáva, kterou maso pustilo. Často mícháme., Promícháme, osolíme, opepříme a přivedeme k varu. Opět stáhneme teplotu pod třetinu a necháme na mírném ohni vařit 20 minut., Sušenou maj"
32,Hummus,Roman Vaněk,"S Rohlíkem jsme dali dohromady výběr nejoblíbenějších receptů z mých kuchařek a propojili je se správnými ingrediencemi. Dejte nám vědět, jak se vám jídlo povedlo <strong>#rohlikchef</strong>","Čerstvě drcený pepř, Česnek, Citronová šťáva, Konzervovaná cizrna, Nachos, Panenský olivový olej, Římský kmín mletý, Sladká paprika, Sůl, Tahini","Cizrnu scedíme a dáme do mixéru. Přidáme citronovou šťávu, česnek, kmín, papriku a tahini
a rozmixujeme dohladka. Poté postupně za stálého mixování přidáme 3 lžíce oleje. Osolíme a opepříme., Hummus v misce nebo talíři zakápneme zbylým olivovým olejem., Můžete přidat o lžičku tahini navíc.

Podávejte s nachos, grissinami nebo slanými sušenkami."
33,Chlupaté knedlíky,Roman Vaněk,"S Rohlíkem jsme dali dohromady výběr nejoblíbenějších receptů z mých kuchařek a propojili je se správnými ingrediencemi. Dejte nám vědět, jak se vám jídlo povedlo <strong>#rohlikchef</strong>","Bramborový škrob, Brambory typ A, B, C, Hrubá mouka, Máslo, Sůl, Vejce","Do hrnce dáme vařit větší množství vody. Vodu osolíme., Knedlíky připravujte z brambor varného typu B nebo C.

Hotové knedlíky obalte v rozpuštěném sádle nebo másle, neokorají tak., Knedlíky vaříme 6–7 minut. Když jsou hotové, vyplavou na hladinu. Vyndáme je do mísy s rozpuštěným sádlem nebo máslem, dle chuti, a promícháme., Polévkovou lžící tvoříme v namočené dlani knedlíky ve tvaru větších noků, které vkládáme do osolené vroucí vody., Vařené brambory oloupeme, nastrouháme nahrubo a dáme do mísy. Syrové brambory oloupeme, nastrouháme najemno a přidáme k vařeným bramborám. Přidáme 1 lžičku soli, vejce, hrubou mouku a škrob. Umícháme hustší těsto."
34,Jablečný štrúdl,Roman Vaněk,"S Rohlíkem jsme dali dohromady výběr nejoblíbenějších receptů z mých kuchařek a propojili je se správnými ingrediencemi. Dejte nám vědět, jak se vám jídlo povedlo <strong>#rohlikchef</strong>","Cukr krupice, Hladká mouka, Jablko, Káva vhodná k tomuto pokrmu, Máslo, Moučkový cukr, Rostlinný olej, Rozinky naložené v tuzemáku, Skořice mletá, Strouhanka, Sůl, Vejce, Vlašské ořechy","Aby bylo těsto co nejtenčí, vytáhneme ho rukou. Přeneseme ho na čistou utěrku poprášenou moukou a hřbety rukou, které vložíme pod těsto, opatrnými pohyby vytáhneme do všech směrů., Když je plát dokonale tenký, odkrojíme z něj silnější kraje, posypeme ho strouhankou, rovnoměrně poklademe nastrouhanými jablky, zasypeme skořicí smíchanou s cukrem, scezenými rozinkami a vlašskými ořechy., Mouku prosejeme na pracovní plochu, abychom ji provzdušnili. Uprostřed utvoříme důlek, rozklepneme do něj vejce, vlijeme olej a trochu teplé vody a osolíme. Mouku pomalu přihrnujeme směrem k důlku a postupně vypracujeme vláčné, středně tuhé těsto. Pokud je moc tuhé, přidáme vodu, pokud moc řídké, přidáme mouku. Těsto propracováváme tak dlouho, dokud není hladké, lesklé a než přestane lepit. Pak z něj vytvoříme bochánek, zabalíme do fólie a necháme 30 minut v lednici odpočinout., Odpočinuté těsto rozdělíme na 2 stejné díly. Z každého rozvál"
35,Karbanátky,Roman Vaněk,"S Rohlíkem jsme dali dohromady výběr nejoblíbenějších receptů z mých kuchařek a propojili je se správnými ingrediencemi. Dejte nám vědět, jak se vám jídlo povedlo <strong>#rohlikchef</strong>","Brambory typ A, B, C, Čerstvá majoránka, Čerstvě drcený pepř, Česnek, Cibule, Hovězí maso z krku nebo z plece, Mléko, Mleté hovězí maso, Mleté vepřové maso, Rohlíky, Sádlo, Strouhanka, Sůl, Vepřová krkovice v celku i plátky, Vhodné pivo","Česnek oloupeme a prolisujeme, cibuli a majoránku nakrájíme najemno. Dobře vychlazené vepřové a hovězí maso společně umeleme a dáme do mísy. Přidáme 1 lžičku soli, půl lžičky čerstvě mletého pepře, česnek, cibuli, majoránku a nakonec namočený rohlík s mlékem., K mletému masu můžete přimíchat 100 g rozdrceného ledu. Karbanátky pak budou šťavnatější a nebudou se drolit.

Masové těsto musí zůstat po celou dobu přípravy velmi studené. Mléko také. Jen tak docílíte šťavnatých karbanátků. I maso, které melete, musíte mít důkladně vychlazené.

Používejte plnotučné mléko, má lepší chuť.

Pokud máte jen sušenou majoránku, použijte jednu lžíci. Rozemněte ji v prstech, lépe se pak uvolní její vůně., Mokrýma rukama z těsta tvarujeme karbanátky a obalíme je ve strouhance, kterou k masu jemně přimáčkneme dlaněmi., Rohlík nakrájíme na kostky o hraně 1 cm, dáme do mísy a zalijeme mlékem. Necháme krátce odležet., V pánvi n"
36,Kedlubnová polévka,Roman Vaněk,"S Rohlíkem jsme dali dohromady výběr nejoblíbenějších receptů z mých kuchařek a propojili je se správnými ingrediencemi. Dejte nám vědět, jak se vám jídlo povedlo <strong>#rohlikchef</strong>","Čerstvě drcený pepř, Cibule, Hladká mouka, Kedlubna, Kuřecí nebo zeleninový vývar, Máslo, Muškátový oříšek mletý, Plocholistá petržel, Smetana ke šlehání (min. 31%), Sůl","Kedlubny nastrouháme nahrubo. Cibuli nakrájíme najemno., Kedlubny použijte čerstvé, staré jsou dřevnaté.

Cibuli při restování nenechte zhnědnout. Polévka by změnila chuť.

Pro přípravu této polévky se nejlépe hodí kuřecí vývar, ale lze takto připravit i vegetariánskou verzi pomocí zeleninového vývaru.

Polévka se dá připravit i bez smetany, pak ale potřebujete 1,2 l vývaru.

Nakonec můžete polévku také rozmixovat do krémové konzistence.

Polévku můžete podávat s opečenými krutony z bílého pečiva., Přidáme smetanu, promícháme, přivedeme k varu a po půl minutě stáhneme z ohně. Dle potřeby dochutíme solí. Posypeme nakrájenou plocholistou petrželí., V kastrolu na vyšším ohni rozpálíme máslo, přidáme cibuli a necháme ji zpěnit. Přidáme nastrouhané kedlubny a 3 minuty je za častého míchání restujeme. 
Přidáme moukou, stáhneme oheň pod polovinu a za stálého míchání 1 minutu restujeme., Zalijeme vývarem, přivedeme k varu a "
37,Krémová kuřecí polévka,Roman Vaněk,"S Rohlíkem jsme dali dohromady výběr nejoblíbenějších receptů z mých kuchařek a propojili je se správnými ingrediencemi. Dejte nám vědět, jak se vám jídlo povedlo <strong>#rohlikchef</strong>","Brambory typ A, B, C, Celé kuře, Čerstvě drcený pepř, Česnek, Cibule, Cuketa, Hladká mouka, Kuřecí vývar, Máslo, Mrkev, Pažitka, Plocholistá petržel, Přepuštěné máslo, Smetana ke šlehání (min. 31%), Sůl, Tymián čerstvý i sušený","Cibuli a česnek nakrájíme najemno. V kastrolu na středním ohni rozehřejeme máslo, přidáme cibuli a česnek a necháme je zesklovatět., Maso nakrájíme nebo natrháme na menší kousky a dáme do polévky prohřát. Mrkev, cuketu a brambory nakrájíme na kostičky o hraně 0,5 cm., Pokud nemáte uvařené kuřecí maso, můžete ve vývaru uvařit 1–2 kuřecí prsa. Pak použijte v receptu 1,1 l kuřecího vývaru a jako první krok uvařte maso ve vývaru doměkka., Polévku důkladně rozmixujeme tyčovým mixérem a přecedíme přes jemné síto do čistého hrnce. Dochutíme 2 kávovými lžičkami soli (nebo dle chuti), špetkou pepře a promícháme., Přidáme hladkou mouku a za stálého míchání restujeme 30 vteřin. Přilijeme vývar, promícháme, přivedeme k varu, stáhneme oheň na třetinu a vaříme nezakryté 15 minut. Občas zamícháme, aby se na dně nevytvořil nápek. Přilijeme smetanu, přivedeme k varu, promícháme, stáhneme oheň na třetinu a vaříme dalších 5 m"
38,Krupicová kaše,Roman Vaněk,"S Rohlíkem jsme dali dohromady výběr nejoblíbenějších receptů z mých kuchařek a propojili je se správnými ingrediencemi. Dejte nám vědět, jak se vám jídlo povedlo <strong>#rohlikchef</strong>","Cukr krupice, Dětská krupice, Káva vhodná k tomuto pokrmu, Máslo, Mléko, Skořice mletá, Sůl","Do rendlíku nalijeme mléko, přidáme špetku soli, dětskou krupici a za stálého míchání na mírném ohni přivedeme k varu. 2 minuty za stálého míchání vaříme a kaši vlijeme na talíř. Poklademe kousky másla a posypeme cukrem a skořicí., Kaši musíte po celou dobu míchat, aby se nevytvořily hrudky, kterých byste se už nezbavili.

Máslo na dochucení kaše nemusíte předem rozehřívat, krásně se v horké kaši rozpustí samo.

Krupicovou kaši můžete posypat i kakaem a dochutit například meruňkovým kompotem."
39,Kuře s rajčaty a olivami,Roman Vaněk,"S Rohlíkem jsme dali dohromady výběr nejoblíbenějších receptů z mých kuchařek a propojili je se správnými ingrediencemi. Dejte nám vědět, jak se vám jídlo povedlo <strong>#rohlikchef</strong>","Celé kuře, Černé olivy bez pecky, Čerstvě drcený pepř, Čerstvé oregano, Čerstvý tymián, Česnek, Cibule, Cukr krupice, Kuřecí vývar, Máslo, Olivový olej, Rajčata, Rajský protlak, Rýže, Suché bílé víno, Sůl, Těstoviny, Víno vhodné k drůbežímu masu, Žampiony čerstvé celé i plátky","Do kastrolu vyskládáme zpět opečené maso kůží nahoru a vložíme do rozehřáté trouby na 50 minut. 
Kastrol vyndáme z trouby, vyjmeme maso a dáme ho stranou. Do omáčky vmícháme oregano, tymián, vychlazené máslo a případně dochutíme solí., Kuře rozkrájíme na jednotlivé díly - odřízneme stehna a ta rozřízneme v kloubu na 2 části. Odřízneme křídla a oddělíme letky. Seřízneme prsa a rozdělíme je na 2 stejné části. Maso důkladně osolíme a opepříme ze všech stran. Trup kuřete a letky použijeme na přípravu vývaru do jiného pokrmu., Místo čerstvého oregana můžete použít zarovnanou lžičku oregana sušeného. V takovém případě sušené oregano přidejte do kastrolu už společně s vínem., Opečené maso dáme stranou a do kastrolu přidáme cibuli. Restujeme za častého míchání 1 minutu. 
Přidáme žampiony a restujeme 1 minutu. Přidáme česnek a restujeme za stálého míchání 1 minutu. Přidáme protlak a cukr a znovu za stálého mí"
40,Kuřecí játra na cibulce,Roman Vaněk,"S Rohlíkem jsme dali dohromady výběr nejoblíbenějších receptů z mých kuchařek a propojili je se správnými ingrediencemi. Dejte nám vědět, jak se vám jídlo povedlo <strong>#rohlikchef</strong>","Anglická slanina, Brambory typ A, B, C, Čerstvě drcený pepř, Cibule, Hladká mouka, Kuřecí játra, Kuřecí vývar, Máslo, Plocholistá petržel, Rýže, Sádlo, Sůl, Těstoviny, Vhodné pivo","Játra můžete dochutit i kmínem – kávovou lžičku kmínu přidejte hned s cibulí.

Chuť pokrmu můžete vylepšit přidáním 100 ml koňaku. Přidejte ho před vývarem a chvíli nechte alkohol odvařit, zůstane tak jen výrazná chuť koňaku.

Z jater můžete udělat i skvělou játrovou pomazánku. Po cibuli přidejte ještě 2 lžíce sádla, játra chvíli restujte, nepřilévejte vývar, dochuťte solí a pepřem, játra lehce rozmačkejte vidličkou, nechte vystydnout a uložte v mističce do lednice.

Skvěle chutná s dušenou rýží., Játra vrátíme zpět do kastrolu, zvýšíme oheň na maximum, vše promícháme, zalijeme vývarem a necháme vařit 5 minut nebo než se tekutina svaří na polovinu objemu., Slaninu nakrájíme na kostky o hraně 1 cm. Cibuli nakrájíme najemno. Játra očistíme, zbavíme blanek, pečlivě osušíme na kuchyňském papíru a obalíme v mouce. Přebytečnou mouku oklepeme., Stáhneme z ohně a vmícháme po částech studené máslo, které omáčku "
41,Kuřecí kari polévka s hráškem,Roman Vaněk,"S Rohlíkem jsme dali dohromady výběr nejoblíbenějších receptů z mých kuchařek a propojili je se správnými ingrediencemi. Dejte nám vědět, jak se vám jídlo povedlo <strong>#rohlikchef</strong>","Hladká mouka, Kari koření, Konzervovaný hrášek, Kuřecí maso , Kuřecí vývar, Máslo, Rohlíky, Smetana ke šlehání (min. 31%), Sůl","Kuřecí maso nakrájíme na kostky o hraně 1,5 cm., Nejlepší je, když použijete maso obrané z kostí z kuřecích částí, ze kterých se vařil vývar., Podáváme s krutony., Přidáme scezený hrášek, dle chuti osolíme a necháme 1 minutu přejít varem., Přilijeme vývar, důkladně promícháme, přivedeme k varu, stáhneme oheň pod třetinu a za občasného zamíchání vaříme 12 minut. Přidáme smetanu a nakrájené maso a vaříme další 3 minuty., Rohlíky nakrájíme na kostky o hraně 1 cm, vložíme je do pekáčku, přidáme máslo a pekáček vložíme do rozehřáté trouby na 12 minut, než krutony zezlátnou. Občas promícháme, Troubu rozehřejeme na 180 °C., V kastrolu na nižším ohni zpěníme máslo. Přisypeme mouku a za stálého míchání restujeme 2 minuty. Přidáme kari a mícháme 1 minutu."
42,Květáková polévka,Roman Vaněk,"S Rohlíkem jsme dali dohromady výběr nejoblíbenějších receptů z mých kuchařek a propojili je se správnými ingrediencemi. Dejte nám vědět, jak se vám jídlo povedlo <strong>#rohlikchef</strong>","Bílý pepř, Cibule, Hladká mouka, Květák, Máslo, Muškátový oříšek mletý, Pažitka, Smetana ke šlehání (min. 31%), Sůl","1,1 l vody přivedeme v hrnci k varu a osolíme zarovnanou lžičkou soli. Do vroucí vody vložíme nakrájený květák a vaříme téměř doměkka (na skus). Poté ho plochým sítem přendáme do misky a dáme stranou. Vodu, ve které se květák vařil, přecedíme přes jemné síto do čisté nádoby., Do hotové polévky nakrájíme najemno několik stonků pažitky., Růžičky květáku (třetina, kterou použijete jako vložku do polévky) by měly být ve vodě uvařené jen na skus. Nesmí se rozvařit. Chutnaly by nakonec v polévce jako bláto. 

Dejte pozor, aby mouka při restování nezhnědla – květáková polévka musí zůstat bílá.

Výraznější chuť muškátu dodá spíše oříšek než květ, ale pozor, stačí jen malá špetka na závěr.

Studené máslo vmíchané postupně do hotové polévky slouží ke zjemnění. Během přidávání studeného másla na konci vaření již polévku nesmíte vařit., Třetinu uvařených růžiček květáku dáme stranou a zbytek př"
43,Makarony se sýrem,Roman Vaněk,"S Rohlíkem jsme dali dohromady výběr nejoblíbenějších receptů z mých kuchařek a propojili je se správnými ingrediencemi. Dejte nám vědět, jak se vám jídlo povedlo <strong>#rohlikchef</strong>","Česnek, Cheddar bloček, Cheddar Extra Mature, Citron, Hladká mouka, Makarony, Máslo, Muškátový oříšek mletý, Olivový olej, Pepř černý , Plnotučné mléko, Plocholistá petržel, Strouhanka, Sůl, Víno vhodné k těstovinám","Dvě třetiny bešamelu smícháme v míse s uvařenými těstovinami, vlijeme do vymazané zapékací mísy, zalijeme zbylým bešamelem a vložíme do rozehřáté trouby. Necháme zapéct 8 minut., Mísu vyndáme z trouby a teplotu snížíme na 200 °C. Těstoviny posypeme zbylým sýrem a ochucenou strouhankou, vrátíme do trouby a zapečeme 8 -10 minut dozlatova., Strouhanku promícháme s citronovou kůrou, špetkou soli a pepře a najemno nakrájenou petrželí. Oba druhy sýrů nahrubo nastrouháme a promícháme., Těstoviny uvaříme ve větším množství vody na skus, slijeme je a dáme stranou do větší mísy., Troubu rozehřejeme na 250 °C., Uvařené těstoviny neproplachujte vodou. Ztratily by chuť. Stačí je jen po uvaření promíchat se lžící oleje.

Vodu na těstoviny je nutné osolit. Obecně lze použít pravidlo: 1 l vody = 12 g kuchyňské soli (zarovnaná lžíce soli), nebo 10 g hrubé mořské soli. 500 g suchých těstovin vařte nejméně ve 3 litrech vroucí osolené v"
44,Okurkový salát,Roman Vaněk,"S Rohlíkem jsme dali dohromady výběr nejoblíbenějších receptů z mých kuchařek a propojili je se správnými ingrediencemi. Dejte nám vědět, jak se vám jídlo povedlo <strong>#rohlikchef</strong>","Čerstvě drcený pepř, Čerstvý kopr, Citronová šťáva, Cukr krupice, Salátová okurka, Smetana ke šlehání (min. 31%), Sůl, Vinný ocet, Víno vhodné k salátům, Zakysaná smetana","Okurku můžete nastrouhat na hrubém struhadle.

Salát můžete servírovat ihned nebo ho nechat vychladit v lednici. Pak ho musíte před servírováním promíchat., Okurku omyjeme, osušíme a nakrájíme na tenká půlkolečka nebo kolečka., Salát ozdobíme snítkou čerstvého kopru., V misce metličkou smícháme smetanu se zakysanou smetanou, přidáme cukr, špetku soli a špetku čerstvě mletého pepře, ocet a citronovou šťávu. Nakonec vmícháme nakrájený kopr. Přidáme okurku a promícháme."
45,Palačinky,Roman Vaněk,"S Rohlíkem jsme dali dohromady výběr nejoblíbenějších receptů z mých kuchařek a propojili je se správnými ingrediencemi. Dejte nám vědět, jak se vám jídlo povedlo <strong>#rohlikchef</strong>","Hladká mouka, Káva vhodná k tomuto pokrmu, Marmeláda, Máslo, Mléko, Moučkový cukr, Olej nebo přepuštěné máslo, Sůl, Vejce","Hotové palačinky skládáme na talíř, pomažeme marmeládou, zatočíme do ruličky a posypeme moučkovým cukrem., Pánev s nepřilnavým povrchem vytřeme olejem nebo máslem a postavíme na sporák na mírný oheň. Naběračkou vlijeme část těsta a krouživým pohybem pánví ho rozlijeme po celé její ploše. Palačinky smažíme z obou stran dozlatova., Pánev vytřete mašlovačkou. Tuk tak bude rovnoměrně rozprostřený všude a palačinky se vám budou dobře smažit.

Pokud jste dali oleje málo a palačinka se přichytává, objeďte stěny pánve pírkem nebo mašlovačkou. Olej rovnoměrně steče pod těsto až do středu a palačinky přesto nebudou mastné.

Nejlépe použijte speciální palačinkovou pánev. Má nepřilnavý povrch a nízké zkosené okraje, takže palačinky se nepřichytávají a jdou velmi dobře obrátit., V míse prošleháme metličkou vejce s mlékem, přidáme máslo, sůl a postupně zašleháme mouku. Necháme alespoň hodinu odležet."
47,Pečené kuře,Roman Vaněk,"S Rohlíkem jsme dali dohromady výběr nejoblíbenějších receptů z mých kuchařek a propojili je se správnými ingrediencemi. Dejte nám vědět, jak se vám jídlo povedlo <strong>#rohlikchef</strong>","Brambory typ A, B, C, Celé kuře, Máslo, Rýže, Sladká paprika, Sůl, Těstoviny, Víno vhodné k drůbežímu masu","Do břišní dutiny kuřete můžete vložit snítky tymiánu nebo rozmarýnu a bobkový list.

Do pekáče můžete dle chuti přidat tymián, rozmarýn, oloupanou cibuli, oloupaný česnek nebo několik plátků slaniny.

Do směsi soli a papriky můžete přidat lžičku sušeného česneku nebo lžíci sušeného mléka, díky kterému bude kůže po upečení ještě křupavější.

Papriku můžete nahradit kari kořením.

Troubu během pečení neotevírejte příliš často, prodloužila by se celková doba pečení. Kuře stačí přelít výpekem z pekáče třikrát ve druhé polovině pečení., Do pekáče vlijeme vodu do výše 1 cm. Připravené kuře položíme na rošt do rozehřáté trouby a pod něj položíme pekáč s vodou., Dvě hodiny před pečením vyndáme kuře z lednice a důkladně ho osolíme ze všech stran 1 lžící soli. Zbylou sůl smícháme s paprikou., Kuře je hotové, jakmile lze bez odporu protočit stehenní kost., Kuře osušíme, máslo rozkrojíme na 2 části "
48,Petrželové brambory,Roman Vaněk,"S Rohlíkem jsme dali dohromady výběr nejoblíbenějších receptů z mých kuchařek a propojili je se správnými ingrediencemi. Dejte nám vědět, jak se vám jídlo povedlo <strong>#rohlikchef</strong>","Brambory typ A, B, C, Máslo, Plocholistá petržel, Sůl","Brambory nakrájíme na stejné kousky a uvaříme je v osolené vodě 15-20 minut doměkka. Slijeme., Máslo necháme na mírném ohni rozpustit. Horké máslo nalijeme na brambory, přidáme nakrájenou petržel, osolíme a vše promícháme."
49,Pohanková buchta s ořechy,Roman Vaněk,"S Rohlíkem jsme dali dohromady výběr nejoblíbenějších receptů z mých kuchařek a propojili je se správnými ingrediencemi. Dejte nám vědět, jak se vám jídlo povedlo <strong>#rohlikchef</strong>","Hladká pohanková mouka, Hrubá mouka, Kakao, Káva vhodná k tomuto pokrmu, Máslo, Moučkový cukr, Vanilkový cukr, Vejce, Vlašské ořechy","Hotovou buchtu necháme 5 minut zchladnout ve formě, poté ji vyklopíme na mřížku a necháme zcela vychladnout., Ořechy nakrájíme najemno. Vejce rozdělíme na žloutky a bílky. Z bílků vyšleháme tuhý sníh. V míse smícháme žloutky a zbylé suroviny do sypké směsi. Následně do ní opatrně vmícháme sníh., Troubu rozehřejeme na 180 °C. Formu vymažeme máslem a vysypeme moukou., Vzniklé těsto nalijeme do připravené formy, vložíme do rozehřáté trouby a pečeme 20 minut."
50,Pstruh po mlynářsku,Roman Vaněk,"S Rohlíkem jsme dali dohromady výběr nejoblíbenějších receptů z mých kuchařek a propojili je se správnými ingrediencemi. Dejte nám vědět, jak se vám jídlo povedlo <strong>#rohlikchef</strong>","Brambory typ A, B, C, Čerstvě drcený pepř, Chléb, Hladká mouka, Kmín mletý, Máslo, Papír na pečení, Přepuštěné máslo, Pstruh, Rýže, Šalvej, Sůl","Na nepřilnavé pánvi na středním ohni rozehřejeme přepuštěné máslo, položíme na ni rybu a během 2 minut ji z každé strany opečeme dozlatova., Rybě nůžkami ostříháme ploutve. Omyjeme ji pod tekoucí studenou vodou a důkladně osušíme. Osolíme ji a opepříme čerstvě mletým pepřem ze všech stran i zevnitř. Poté ji obalíme v hladké mouce. Přebytečnou mouku sklepneme. Dovnitř ryby vložíme šalvěj a rybu posypeme kmínem., Takto připravenou rybu poklademe čerstvým máslem, položíme na pečící papír, dáme ho na plech a vložíme do rozehřáté trouby. Pečeme 5 minut., Troubu rozehřejeme na 180 °C."
51,Španělský ptáček,Roman Vaněk,"S Rohlíkem jsme dali dohromady výběr nejoblíbenějších receptů z mých kuchařek a propojili je se správnými ingrediencemi. Dejte nám vědět, jak se vám jídlo povedlo <strong>#rohlikchef</strong>","Brambory typ A, B, C, Čerstvě drcený pepř, Cibule, Gothajský salám v celku nebo kvalitní párek, Hladká mouka, Houskové knedlíky, Hovězí vývar, Kuchyňský provázek, Nakládané okurky, Plnotučná hořčice, Rýže, Sádlo, Špek, Sůl, Vejce","Hotové ptáčky vyndáme, odstraníme z nich provázek a přendáme je do mísy. Šťávu dochutíme solí a pepřem a přecedíme ji přes cedník na ptáčky., Omáčku nemusíte cedit. Můžete jí ponechat přírodní texturu. Také ji můžete rozmixovat tyčovým mixérem najemno a přecedit přes jemné síto. Můžete ji i zjemnit trochou smetany.

Maso naklepejte přes mikrotenový nebo jiný plastový sáček, tímto způsobem maso nepotrháte. 

Podávejte s houskovým knedlíkem nebo dušenou rýží., Plátky masa naklepeme paličkou a vydatně osolíme a opepříme z obou stran.
Každý plátek z jedné strany potřeme 1 lžící hořčice. Na tuto stranu položíme špalíček špeku, špalíček gothaje nebo párku, polovinu vejce, polovinu okurky a čtvrtku cibule. Důkladně zabalíme, utáhneme a převážeme kuchyňským provázkem., Přidáme mouku a mícháme 1 minutu. Přidáme zbylou hořčici a zamícháme. Přidáme lák z okurek a zamícháme. Zalijeme vývarem a promícháme."
52,Špenát,Roman Vaněk,"S Rohlíkem jsme dali dohromady výběr nejoblíbenějších receptů z mých kuchařek a propojili je se správnými ingrediencemi. Dejte nám vědět, jak se vám jídlo povedlo <strong>#rohlikchef</strong>","Čerstvě drcený pepř, Čerstvý listový špenát, Česnek, Cibule, Sádlo, Strouhanka, Sůl, Vejce","Dochutíme solí a čerstvě mletým pepřem a promícháme., Listy špenátu zbavíme kořínků a stonků, důkladně několikrát propereme ve studené vodě a necháme okapat. Cibuli nakrájíme najemno. Česnek oloupeme a rovněž nakrájíme najemno., Přidáme špenát, důkladně promícháme a na 1 minutu přikryjeme poklicí. Odkryjeme, promícháme a necháme další 1 minutu vařit. Pak špenát nahrubo rozmixujeme. Přidáme vejce a strouhanku, promícháme a necháme 1 minutu prohřát., Špenát je nejlepší namočit do vyšší nádoby se studenou vodou, aby se mohla odplavit případná hlína či zrnka písku, která klesnou ke dnu. Vodu je třeba několikrát vyměnit.

Špenát tepelně upravujte krátce, dlouhým vařením by zešedl.

Špenát můžete nasekat nožem na prkénku nebo rozmixovat, ale neměla by z něj být kaše.

Pokud nebudete špenát podávat hned, přidejte do něj trochu smetany, zůstane tak krásně zelený. Na výše zmíněné množství stačí 80 ml smetany ("
53,Telecí na paprice,Roman Vaněk,"S Rohlíkem jsme dali dohromady výběr nejoblíbenějších receptů z mých kuchařek a propojili je se správnými ingrediencemi. Dejte nám vědět, jak se vám jídlo povedlo <strong>#rohlikchef</strong>","Bobkový list, Brambory typ A, B, C, Černý pepř celý, Čerstvě drcený pepř, Cibule, Hladká mouka, Houskové knedlíky, Kuřecí vývar, Máslo, Nové koření celé, Rajský protlak, Rýže, Sladká paprika, Smetana ke šlehání (min. 31%), Sůl, Telecí plec nebo kýta, Těstoviny, Vhodné pivo","Cibuli nakrájíme najemno. Maso nakrájíme na kostky o hraně 2 cm. V hrnci přivedeme k varu 2,5 litru vody a nakrájené maso v ní během 2 minut povaříme. Maso poté slijeme do cedníku, aby okapalo., Jakmile je maso takřka měkké, vmícháme do omáčky studenou jíšku, dolijeme vývar, aby omáčka nebyla příliš hustá, a necháme na mírném ohni vařit 15 minut. Měkké maso z omáčky vyjmeme a dáme do čistého kastrolu. Koření z omáčky vyjmeme a vyhodíme. 
Do omáčky přilijeme smetanu, přivedeme k varu, stáhneme oheň na třetinu a 1 minutu vaříme. Poté rozmixujeme tyčovým mixérem., K tomuto pokrmu se hodí špecle, široké nudle nebo dušená rýže., Omáčku přecedíme do kastrolu na maso a krátce prohřejeme. V případě potřeby můžeme omáčku zředit vývarem, eventuálně dochutit solí nebo pepřem., V kastrolu na středním ohni rozehřejeme zbylé másla, přidáme cibuli a necháme ji zesklovatět. Občas zamícháme. Přidáme sladkou papriku a rajský p"
54,Tvarohový koláč,Roman Vaněk,"S Rohlíkem jsme dali dohromady výběr nejoblíbenějších receptů z mých kuchařek a propojili je se správnými ingrediencemi. Dejte nám vědět, jak se vám jídlo povedlo <strong>#rohlikchef</strong>","Citrónová kůra, Cukr krupice, Hladká mouka, Káva vhodná k tomuto pokrmu, Máslo, Moučkový cukr, Papír na pečení, Plnotučný tvaroh měkký, Smetana ke šlehání (min. 31%), Vanilkový cukr, Vanilkový pudinkový prášek, Vejce","Nastrouhejte jen žlutou část kůry citronu. Bílá je hořká., Smetanu vyšleháme dotuha. Všechny ostatní suroviny na náplň smícháme v míse a poté k nim postupně pomocí stěrky ručně zapracujeme ušlehanou smetanu. Náplň rovnoměrně nalijeme do formy na těsto., Troubu rozehřejeme na 180 °C., Vložíme do rozehřáté trouby a pečeme 45 minut. Povrch moučníku by měl zhnědnout a při zatlačení prsty pružit. Necháme vychladnout a podáváme poprášené moučkovým cukrem., Všechny suroviny na těsto vložíme do mísy robota a nástavcem typu K zpracujeme na tužší hmotu. Dortovou formu vyložíme pečicím papírem a těsto do ní rovnoměrně prsty namačkáme. Dáme stranou."
